TrackKey,TrackAltKey,TrackName,AlbumTitle,MediaType,Genre,Composer,Artist,Milliseconds,Bytes,UnitPrice
1813,1813,Helpless,Garage Inc. (Disc 2),MPEG audio file,Metal,Harris/Tatler,Metallica,398315,12977902,0.99
1814,1814,The Small Hours,Garage Inc. (Disc 2),MPEG audio file,Metal,Holocaust,Metallica,403435,13215133,0.99
1815,1815,The Wait,Garage Inc. (Disc 2),MPEG audio file,Metal,Killing Joke,Metallica,295418,9688418,0.99
1816,1816,Crash Course In Brain Surgery,Garage Inc. (Disc 2),MPEG audio file,Metal,Bourge/Phillips/Shelley,Metallica,190406,6233729,0.99
1817,1817,Last Caress/Green Hell,Garage Inc. (Disc 2),MPEG audio file,Metal,Danzig,Metallica,209972,6854313,0.99
1818,1818,Am I Evil?,Garage Inc. (Disc 2),MPEG audio file,Metal,Harris/Tatler,Metallica,470256,15387219,0.99
1819,1819,Blitzkrieg,Garage Inc. (Disc 2),MPEG audio file,Metal,Jones/Sirotto/Smith,Metallica,216685,7090018,0.99
1820,1820,Breadfan,Garage Inc. (Disc 2),MPEG audio file,Metal,Bourge/Phillips/Shelley,Metallica,341551,11100130,0.99
1821,1821,The Prince,Garage Inc. (Disc 2),MPEG audio file,Metal,Harris/Tatler,Metallica,265769,8624492,0.99
1822,1822,Stone Cold Crazy,Garage Inc. (Disc 2),MPEG audio file,Metal,Deacon/May/Mercury/Taylor,Metallica,137717,4514830,0.99
1823,1823,So What,Garage Inc. (Disc 2),MPEG audio file,Metal,Culmer/Exalt,Metallica,189152,6162894,0.99
1824,1824,Killing Time,Garage Inc. (Disc 2),MPEG audio file,Metal,Sweet Savage,Metallica,183693,6021197,0.99
1825,1825,Overkill,Garage Inc. (Disc 2),MPEG audio file,Metal,Clarke/Kilmister/Tayler,Metallica,245133,7971330,0.99
1826,1826,Damage Case,Garage Inc. (Disc 2),MPEG audio file,Metal,Clarke/Farren/Kilmister/Tayler,Metallica,220212,7212997,0.99
1827,1827,Stone Dead Forever,Garage Inc. (Disc 2),MPEG audio file,Metal,Clarke/Kilmister/Tayler,Metallica,292127,9556060,0.99
1828,1828,Too Late Too Late,Garage Inc. (Disc 2),MPEG audio file,Metal,Clarke/Kilmister/Tayler,Metallica,192052,6276291,0.99
1829,1829,Hit The Lights,Kill 'Em All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,257541,8357088,0.99
1830,1830,The Four Horsemen,Kill 'Em All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Dave Mustaine",Metallica,433188,14178138,0.99
1831,1831,Motorbreath,Kill 'Em All,MPEG audio file,Metal,James Hetfield,Metallica,188395,6153933,0.99
1832,1832,Jump In The Fire,Kill 'Em All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Dave Mustaine",Metallica,281573,9135755,0.99
1833,1833,(Anesthesia) Pulling Teeth,Kill 'Em All,MPEG audio file,Metal,Cliff Burton,Metallica,254955,8234710,0.99
1834,1834,Whiplash,Kill 'Em All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,249208,8102839,0.99
1835,1835,Phantom Lord,Kill 'Em All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Dave Mustaine",Metallica,302053,9817143,0.99
1836,1836,No Remorse,Kill 'Em All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,386795,12672166,0.99
1837,1837,Seek & Destroy,Kill 'Em All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,415817,13452301,0.99
1838,1838,Metal Militia,Kill 'Em All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Dave Mustaine",Metallica,311327,10141785,0.99
1839,1839,Ain't My Bitch,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,304457,9931015,0.99
1840,1840,2 X 4,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Kirk Hammett",Metallica,328254,10732251,0.99
1841,1841,The House Jack Built,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Kirk Hammett",Metallica,398942,13005152,0.99
1842,1842,Until It Sleeps,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,269740,8837394,0.99
1843,1843,King Nothing,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Kirk Hammett",Metallica,328097,10681477,0.99
1844,1844,Hero Of The Day,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Kirk Hammett",Metallica,261982,8540298,0.99
1845,1845,Bleeding Me,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Kirk Hammett",Metallica,497998,16249420,0.99
1846,1846,Cure,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,294347,9648615,0.99
1847,1847,Poor Twisted Me,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,240065,7854349,0.99
1848,1848,Wasted My Hate,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Kirk Hammett",Metallica,237296,7762300,0.99
1849,1849,Mama Said,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,319764,10508310,0.99
1850,1850,Thorn Within,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich, Kirk Hammett",Metallica,351738,11486686,0.99
1851,1851,Ronnie,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,317204,10390947,0.99
1852,1852,The Outlaw Torn,Load,MPEG audio file,Metal,"James Hetfield, Lars Ulrich",Metallica,588721,19286261,0.99
1853,1853,Battery,Master Of Puppets,MPEG audio file,Metal,J.Hetfield/L.Ulrich,Metallica,312424,10229577,0.99
1854,1854,Master Of Puppets,Master Of Puppets,MPEG audio file,Metal,K.Hammett,Metallica,515239,16893720,0.99
1855,1855,The Thing That Should Not Be,Master Of Puppets,MPEG audio file,Metal,K.Hammett,Metallica,396199,12952368,0.99
1856,1856,Welcome Home (Sanitarium),Master Of Puppets,MPEG audio file,Metal,K.Hammett,Metallica,387186,12679965,0.99
1857,1857,Disposable Heroes,Master Of Puppets,MPEG audio file,Metal,J.Hetfield/L.Ulrich,Metallica,496718,16135560,0.99
1858,1858,Leper Messiah,Master Of Puppets,MPEG audio file,Metal,C.Burton,Metallica,347428,11310434,0.99
1859,1859,Orion,Master Of Puppets,MPEG audio file,Metal,K.Hammett,Metallica,500062,16378477,0.99
1860,1860,Damage Inc.,Master Of Puppets,MPEG audio file,Metal,K.Hammett,Metallica,330919,10725029,0.99
1861,1861,Fuel,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich, Hammett",Metallica,269557,8876811,0.99
1862,1862,The Memory Remains,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich",Metallica,279353,9110730,0.99
1863,1863,Devil's Dance,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich",Metallica,318955,10414832,0.99
1864,1864,The Unforgiven II,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich, Hammett",Metallica,395520,12886474,0.99
1865,1865,Better Than You,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich",Metallica,322899,10549070,0.99
1866,1866,Slither,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich, Hammett",Metallica,313103,10199789,0.99
1867,1867,Carpe Diem Baby,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich, Hammett",Metallica,372480,12170693,0.99
1868,1868,Bad Seed,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich, Hammett",Metallica,245394,8019586,0.99
1869,1869,Where The Wild Things Are,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich, Newsted",Metallica,414380,13571280,0.99
1870,1870,Prince Charming,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich",Metallica,365061,12009412,0.99
1871,1871,Low Man's Lyric,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich",Metallica,457639,14855583,0.99
1872,1872,Attitude,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich",Metallica,315898,10335734,0.99
1873,1873,Fixxxer,ReLoad,MPEG audio file,Metal,"Hetfield, Ulrich, Hammett",Metallica,496065,16190041,0.99
1874,1874,Fight Fire With Fire,Ride The Lightning,MPEG audio file,Metal,Metallica,Metallica,285753,9420856,0.99
1875,1875,Ride The Lightning,Ride The Lightning,MPEG audio file,Metal,Metallica,Metallica,397740,13055884,0.99
1876,1876,For Whom The Bell Tolls,Ride The Lightning,MPEG audio file,Metal,Metallica,Metallica,311719,10159725,0.99
1877,1877,Fade To Black,Ride The Lightning,MPEG audio file,Metal,Metallica,Metallica,414824,13531954,0.99
1878,1878,Trapped Under Ice,Ride The Lightning,MPEG audio file,Metal,Metallica,Metallica,244532,7975942,0.99
1879,1879,Escape,Ride The Lightning,MPEG audio file,Metal,Metallica,Metallica,264359,8652332,0.99
1880,1880,Creeping Death,Ride The Lightning,MPEG audio file,Metal,Metallica,Metallica,396878,12955593,0.99
1881,1881,The Call Of Ktulu,Ride The Lightning,MPEG audio file,Metal,Metallica,Metallica,534883,17486240,0.99
1882,1882,Frantic,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,350458,11510849,0.99
1883,1883,St. Anger,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,441234,14363779,0.99
1884,1884,Some Kind Of Monster,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,505626,16557497,0.99
1885,1885,Dirty Window,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,324989,10670604,0.99
1886,1886,Invisible Kid,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,510197,16591800,0.99
1887,1887,My World,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,345626,11253756,0.99
1888,1888,Shoot Me Again,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,430210,14093551,0.99
1889,1889,Sweet Amber,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,327235,10616595,0.99
1890,1890,The Unnamed Feeling,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,429479,14014582,0.99
1891,1891,Purify,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,314017,10232537,0.99
1892,1892,All Within My Hands,St. Anger,MPEG audio file,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metallica,527986,17162741,0.99
1893,1893,Blackened,...And Justice For All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich & Jason Newsted",Metallica,403382,13254874,0.99
1894,1894,...And Justice For All,...And Justice For All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich & Kirk Hammett",Metallica,585769,19262088,0.99
1895,1895,Eye Of The Beholder,...And Justice For All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich & Kirk Hammett",Metallica,385828,12747894,0.99
1896,1896,One,...And Justice For All,MPEG audio file,Metal,James Hetfield & Lars Ulrich,Metallica,446484,14695721,0.99
1897,1897,The Shortest Straw,...And Justice For All,MPEG audio file,Metal,James Hetfield and Lars Ulrich,Metallica,395389,13013990,0.99
1898,1898,Harvester Of Sorrow,...And Justice For All,MPEG audio file,Metal,James Hetfield and Lars Ulrich,Metallica,345547,11377339,0.99
1899,1899,The Frayed Ends Of Sanity,...And Justice For All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich and Kirk Hammett",Metallica,464039,15198986,0.99
1900,1900,To Live Is To Die,...And Justice For All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich and Cliff Burton",Metallica,588564,19243795,0.99
1901,1901,Dyers Eve,...And Justice For All,MPEG audio file,Metal,"James Hetfield, Lars Ulrich and Kirk Hammett",Metallica,313991,10302828,0.99
1902,1902,Springsville,Miles Ahead,MPEG audio file,Jazz,J. Carisi,Miles Davis,207725,6776219,0.99
1903,1903,The Maids Of Cadiz,Miles Ahead,MPEG audio file,Jazz,L. Delibes,Miles Davis,233534,7505275,0.99
1904,1904,The Duke,Miles Ahead,MPEG audio file,Jazz,Dave Brubeck,Miles Davis,214961,6977626,0.99
1905,1905,My Ship,Miles Ahead,MPEG audio file,Jazz,"Ira Gershwin, Kurt Weill",Miles Davis,268016,8581144,0.99
1906,1906,Miles Ahead,Miles Ahead,MPEG audio file,Jazz,"Miles Davis, Gil Evans",Miles Davis,209893,6807707,0.99
1907,1907,Blues For Pablo,Miles Ahead,MPEG audio file,Jazz,Gil Evans,Miles Davis,318328,10218398,0.99
1908,1908,New Rhumba,Miles Ahead,MPEG audio file,Jazz,A. Jamal,Miles Davis,276871,8980400,0.99
1909,1909,The Meaning Of The Blues,Miles Ahead,MPEG audio file,Jazz,"R. Troup, L. Worth",Miles Davis,168594,5395412,0.99
1910,1910,Lament,Miles Ahead,MPEG audio file,Jazz,J.J. Johnson,Miles Davis,134191,4293394,0.99
1911,1911,I Don't Wanna Be Kissed (By Anyone But You),Miles Ahead,MPEG audio file,Jazz,"H. Spina, J. Elliott",Miles Davis,191320,6219487,0.99
1912,1912,Springsville (Alternate Take),Miles Ahead,MPEG audio file,Jazz,J. Carisi,Miles Davis,196388,6382079,0.99
1913,1913,Blues For Pablo (Alternate Take),Miles Ahead,MPEG audio file,Jazz,Gil Evans,Miles Davis,212558,6900619,0.99
1914,1914,The Meaning Of The Blues/Lament (Alternate Take),Miles Ahead,MPEG audio file,Jazz,"J.J. Johnson/R. Troup, L. Worth",Miles Davis,309786,9912387,0.99
1915,1915,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),Miles Ahead,MPEG audio file,Jazz,"H. Spina, J. Elliott",Miles Davis,192078,6254796,0.99
1916,1916,Coração De Estudante,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Wagner Tiso, Milton Nascimento",Milton Nascimento,238550,7797308,0.99
1917,1917,A Noite Do Meu Bem,Milton Nascimento Ao Vivo,MPEG audio file,Latin,Dolores Duran,Milton Nascimento,220081,7125225,0.99
1918,1918,Paisagem Na Janela,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Lô Borges, Fernando Brant",Milton Nascimento,197694,6523547,0.99
1919,1919,Cuitelinho,Milton Nascimento Ao Vivo,MPEG audio file,Latin,Folclore,Milton Nascimento,209397,6803970,0.99
1920,1920,Caxangá,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,245551,8144179,0.99
1921,1921,Nos Bailes Da Vida,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,275748,9126170,0.99
1922,1922,Menestrel Das Alagoas,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,199758,6542289,0.99
1923,1923,Brasil,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,155428,5252560,0.99
1924,1924,Canção Do Novo Mundo,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Beto Guedes, Ronaldo Bastos",Milton Nascimento,215353,7032626,0.99
1925,1925,Um Gosto De Sol,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Milton Nascimento, Ronaldo Bastos",Milton Nascimento,307200,9893875,0.99
1926,1926,Solar,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,156212,5098288,0.99
1927,1927,Para Lennon E McCartney,Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Lô Borges, Márcio Borges, Fernando Brant",Milton Nascimento,321828,10626920,0.99
1928,1928,"Maria, Maria",Milton Nascimento Ao Vivo,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,72463,2371543,0.99
1929,1929,Minas,Minas,MPEG audio file,Latin,"Milton Nascimento, Caetano Veloso",Milton Nascimento,152293,4921056,0.99
1930,1930,"Fé Cega, Faca Amolada",Minas,MPEG audio file,Latin,"Milton Nascimento, Ronaldo Bastos",Milton Nascimento,278099,9258649,0.99
1931,1931,Beijo Partido,Minas,MPEG audio file,Latin,Toninho Horta,Milton Nascimento,229564,7506969,0.99
1932,1932,Saudade Dos Aviões Da Panair (Conversando No Bar),Minas,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,268721,8805088,0.99
1933,1933,Gran Circo,Minas,MPEG audio file,Latin,"Milton Nascimento, Márcio Borges",Milton Nascimento,251297,8237026,0.99
1934,1934,Ponta de Areia,Minas,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,272796,8874285,0.99
1935,1935,Trastevere,Minas,MPEG audio file,Latin,"Milton Nascimento, Ronaldo Bastos",Milton Nascimento,265665,8708399,0.99
1936,1936,Idolatrada,Minas,MPEG audio file,Latin,"Milton Nascimento, Fernando Brant",Milton Nascimento,286249,9426153,0.99
1937,1937,Leila (Venha Ser Feliz),Minas,MPEG audio file,Latin,Milton Nascimento,Milton Nascimento,209737,6898507,0.99
1938,1938,Paula E Bebeto,Minas,MPEG audio file,Latin,"Milton Nascimento, Caetano Veloso",Milton Nascimento,135732,4583956,0.99
1939,1939,Simples,Minas,MPEG audio file,Latin,Nelson Angelo,Milton Nascimento,133093,4326333,0.99
1940,1940,Norwegian Wood,Minas,MPEG audio file,Latin,"John Lennon, Paul McCartney",Milton Nascimento,413910,13520382,0.99
1941,1941,Caso Você Queira Saber,Minas,MPEG audio file,Latin,"Beto Guedes, Márcio Borges",Milton Nascimento,205688,6787901,0.99
1942,1942,Ace Of Spades,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,169926,5523552,0.99
1943,1943,Love Me Like A Reptile,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,203546,6616389,0.99
1944,1944,Shoot You In The Back,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,160026,5175327,0.99
1945,1945,Live To Win,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,217626,7102182,0.99
1946,1946,Fast And Loose,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,203337,6643350,0.99
1947,1947,(We Are) The Road Crew,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,192600,6283035,0.99
1948,1948,Fire Fire,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,164675,5416114,0.99
1949,1949,Jailbait,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,213916,6983609,0.99
1950,1950,Dance,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,158432,5155099,0.99
1951,1951,Bite The Bullet,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,98115,3195536,0.99
1952,1952,The Chase Is Better Than The Catch,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,258403,8393310,0.99
1953,1953,The Hammer,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,168071,5543267,0.99
1954,1954,Dirty Love,Ace Of Spades,MPEG audio file,Metal,Clarke/Kilmister/Taylor,Motörhead,176457,5805241,0.99
1955,1955,Please Don't Touch,Ace Of Spades,MPEG audio file,Metal,Heath/Robinson,Motörhead,169926,5557002,0.99
1956,1956,Emergency,Ace Of Spades,MPEG audio file,Metal,Dufort/Johnson/McAuliffe/Williams,Motörhead,180427,5828728,0.99
1957,1957,Kir Royal,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,234788,7706552,0.99
1958,1958,O Que Vai Em Meu Coração,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,255373,8366846,0.99
1959,1959,Aos Leões,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,234684,7790574,0.99
1960,1960,Dois Índios,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,219271,7213072,0.99
1961,1961,Noite Negra,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,206811,6819584,0.99
1962,1962,Beijo do Olhar,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,252682,8369029,0.99
1963,1963,É Fogo,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,194873,6501520,0.99
1964,1964,Já Foi,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,245681,8094872,0.99
1965,1965,Só Se For Pelo Cabelo,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,238288,8006345,0.99
1966,1966,No Clima,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,249495,8362040,0.99
1967,1967,A Moça e a Chuva,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,274625,8929357,0.99
1968,1968,Demorou!,Demorou...,MPEG audio file,World,Mônica Marianno,Mônica Marianno,39131,1287083,0.99
1969,1969,Bitter Pill,Motley Crue Greatest Hits,MPEG audio file,Metal,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Mötley Crüe,266814,8666786,0.99
1970,1970,Enslaved,Motley Crue Greatest Hits,MPEG audio file,Metal,Mick Mars/Nikki Sixx/Tommy Lee,Mötley Crüe,269844,8789966,0.99
1971,1971,"Girls, Girls, Girls",Motley Crue Greatest Hits,MPEG audio file,Metal,Mick Mars/Nikki Sixx/Tommy Lee,Mötley Crüe,270288,8874814,0.99
1972,1972,Kickstart My Heart,Motley Crue Greatest Hits,MPEG audio file,Metal,Nikki Sixx,Mötley Crüe,283559,9237736,0.99
1973,1973,Wild Side,Motley Crue Greatest Hits,MPEG audio file,Metal,Nikki Sixx/Tommy Lee/Vince Neil,Mötley Crüe,276767,9116997,0.99
1974,1974,Glitter,Motley Crue Greatest Hits,MPEG audio file,Metal,Bryan Adams/Nikki Sixx/Scott Humphrey,Mötley Crüe,340114,11184094,0.99
1975,1975,Dr. Feelgood,Motley Crue Greatest Hits,MPEG audio file,Metal,Mick Mars/Nikki Sixx,Mötley Crüe,282618,9281875,0.99
1976,1976,Same Ol' Situation,Motley Crue Greatest Hits,MPEG audio file,Metal,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Mötley Crüe,254511,8283958,0.99
1977,1977,Home Sweet Home,Motley Crue Greatest Hits,MPEG audio file,Metal,Nikki Sixx/Tommy Lee/Vince Neil,Mötley Crüe,236904,7697538,0.99
1978,1978,Afraid,Motley Crue Greatest Hits,MPEG audio file,Metal,Nikki Sixx,Mötley Crüe,248006,8077464,0.99
1979,1979,Don't Go Away Mad (Just Go Away),Motley Crue Greatest Hits,MPEG audio file,Metal,Mick Mars/Nikki Sixx,Mötley Crüe,279980,9188156,0.99
1980,1980,Without You,Motley Crue Greatest Hits,MPEG audio file,Metal,Mick Mars/Nikki Sixx,Mötley Crüe,268956,8738371,0.99
1981,1981,Smokin' in The Boys Room,Motley Crue Greatest Hits,MPEG audio file,Metal,Cub Coda/Michael Lutz,Mötley Crüe,206837,6735408,0.99
1982,1982,Primal Scream,Motley Crue Greatest Hits,MPEG audio file,Metal,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Mötley Crüe,286197,9421164,0.99
1983,1983,Too Fast For Love,Motley Crue Greatest Hits,MPEG audio file,Metal,Nikki Sixx,Mötley Crüe,200829,6580542,0.99
1984,1984,Looks That Kill,Motley Crue Greatest Hits,MPEG audio file,Metal,Nikki Sixx,Mötley Crüe,240979,7831122,0.99
1985,1985,Shout At The Devil,Motley Crue Greatest Hits,MPEG audio file,Metal,Nikki Sixx,Mötley Crüe,221962,7281974,0.99
1986,1986,Intro,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,52218,1688527,0.99
1987,1987,School,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,160235,5234885,0.99
1988,1988,Drain You,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,215196,7013175,0.99
1989,1989,Aneurysm,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Nirvana,Nirvana,271516,8862545,0.99
1990,1990,Smells Like Teen Spirit,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Nirvana,Nirvana,287190,9425215,0.99
1991,1991,Been A Son,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,127555,4170369,0.99
1992,1992,Lithium,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,250017,8148800,0.99
1993,1993,Sliver,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,116218,3784567,0.99
1994,1994,Spank Thru,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,190354,6186487,0.99
1995,1995,Scentless Apprentice,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Nirvana,Nirvana,211200,6898177,0.99
1996,1996,Heart-Shaped Box,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,281887,9210982,0.99
1997,1997,Milk It,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,225724,7406945,0.99
1998,1998,Negative Creep,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,163761,5354854,0.99
1999,1999,Polly,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,149995,4885331,0.99
2000,2000,Breed,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,208378,6759080,0.99
2001,2001,Tourette's,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,115591,3753246,0.99
2002,2002,Blew,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,Kurt Cobain,Nirvana,216346,7096936,0.99
2003,2003,Smells Like Teen Spirit,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,301296,9823847,0.99
2004,2004,In Bloom,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,254928,8327077,0.99
2005,2005,Come As You Are,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,219219,7123357,0.99
2006,2006,Breed,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,183928,5984812,0.99
2007,2007,Lithium,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,256992,8404745,0.99
2008,2008,Polly,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,177031,5788407,0.99
2009,2009,Territorial Pissings,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,143281,4613880,0.99
2010,2010,Drain You,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,223973,7273440,0.99
2011,2011,Lounge Act,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,156786,5093635,0.99
2012,2012,Stay Away,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,212636,6956404,0.99
2013,2013,On A Plain,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,196440,6390635,0.99
2014,2014,Something In The Way,Nevermind,MPEG audio file,Rock,Kurt Cobain,Nirvana,230556,7472168,0.99
2015,2015,Time,Compositores,MPEG audio file,Rock,,O Terço,96888,3124455,0.99
